	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
1809	627861	CHEMBL1105740	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	0.54	uM	540	nM	IC50		IC50		=	6.27	InChI=1S/C24H21Cl3N2O2/c1-13(30)28-21-12-24(2,3)31-23-19(21)11-18(14-4-6-15(25)7-5-14)22(29-23)17-9-8-16(26)10-20(17)27/h4-11,21H,12H2,1-3H3,(H,28,30)/t21-/m1/s1	CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl
6838	2076817	CHEMBL3791472	Inhibition of human ERG by IonWork assay	Homo sapiens			=	26	uM	26000	nM	IC50		IC50		=	4.59	InChI=1S/C25H28N4O5/c1-25(31)11-12-28(16-25)13-17-3-7-20(8-4-17)33-21-14-29(15-21)24(30)23-27-26-22(34-23)18-5-9-19(32-2)10-6-18/h3-10,21,31H,11-16H2,1-2H3	COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCC(C)(O)C5)cc4
4463	1519918	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	=	80124	nM	80124	nM	IC50		IC50		=	4.10	InChI=1S/C22H28ClN7O3S/c1-34(32,33)28-11-7-18(15-2-4-16(23)5-3-15)29-21(31)22(24)8-12-30(13-9-22)20-17-6-10-25-19(17)26-14-27-20/h2-6,10,14,18,28H,7-9,11-13,24H2,1H3,(H,29,31)(H,25,26,27)	CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
3094	1272923	CHEMBL1938199	Inhibition of human Erg by whole cell patch clamp electrophysiology	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C19H21N3S/c1-14-6-8-15(9-7-14)13-22-17-5-3-2-4-16(17)21-19(22)18-12-20-10-11-23-18/h2-9,18,20H,10-13H2,1H3	Cc1ccc(Cn2c(nc3ccccc23)C4CNCCS4)cc1
1348	557082	CHEMBL1054110	Inhibition of human ERG	Homo sapiens			=	57	uM	57000	nM	IC50		IC50		=	4.24	InChI=1S/C17H12F6N4.2C2HF3O2/c18-9-3-11(20)10(19)1-7(9)8-2-16-26-13-5-25-15(17(21,22)23)4-14(13)27(16)6-12(8)24;2*3-2(4,5)1(6)7/h1,3-5,8,12H,2,6,24H2;2*(H,6,7)/t8-,12+;;/m1../s1	N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(cc24)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F
6736	2072937	CHEMBL3779605	Binding affinity to human ERG	Homo sapiens			=	4895	nM	4895	nM	IC50		IC50		=	5.31	InChI=1S/C26H23N9O/c1-15-30-25(34-36-15)26(16-12-29-35(2)14-16)23-18(17-7-3-4-8-19(17)31-23)11-21(33-26)24-28-13-22(32-24)20-9-5-6-10-27-20/h3-10,12-14,21,31,33H,11H2,1-2H3,(H,28,32)/t21-,26+/m1/s1	Cc1onc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccn6)c7cnn(C)c7
2359	1148011	CHEMBL1780626	Inhibition of human ERG by HT patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H34N4O2/c1-16-21-5-4-9-29-10-8-17(15-29)14-28-20-11-18(6-7-19(20)25(27)32)30(21)22-12-26(2,3)13-23(31)24(16)22/h6-7,11,17,28H,4-5,8-10,12-15H2,1-3H3,(H2,27,32)/t17-/m0/s1	Cc1c2CCCN3CC[C@@H](CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15)C3
6629	2058865	CHEMBL3755587	Inhibition of human ERG transfected in HEK293 cells	Homo sapiens			=	1.8	uM	1800	nM	IC50		IC50		=	5.75	InChI=1S/C16H13ClN4/c17-13-4-1-10(2-5-13)14-7-12(9-21-16(14)19)11-3-6-15(18)20-8-11/h1-9H,(H2,18,20)(H2,19,21)	Nc1ccc(cn1)c2cnc(N)c(c2)c3ccc(Cl)cc3
2927	1178847	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	17	uM	17000	nM	IC50		IC50		=	4.77	InChI=1S/C26H33F3N6OS/c1-15(2)25-31-11-22(37-25)16-4-7-19(8-5-16)35-13-18(14-35)32-23(36)12-30-24-20-10-17(26(27,28)29)6-9-21(20)34(3)33-24/h6,9-11,15-16,18-19H,4-5,7-8,12-14H2,1-3H3,(H,30,33)(H,32,36)/t16-,19+	CC(C)c1ncc(s1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F
5967	1843195	CHEMBL3428449	Displacement of MK499 from human ERG	Homo sapiens			>	60	uM	60000	nM	IC50		IC50		>		InChI=1S/C26H27FN4O5/c27-17-12-28-18-2-4-20(32)31-14-26(33,21(17)22(18)31)13-25-7-5-24(6-8-25,15-36-25)29-11-16-1-3-19-23(30-16)35-10-9-34-19/h1-4,12,29,33H,5-11,13-15H2/t24?,25?,26-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCCOc5n4)CN6C(=O)C=Cc7ncc(F)c1c67
4098	1440515	CHEMBL2184356	Inhibition of human ERG	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C26H32N4O3/c1-18(2)30-23-6-4-3-5-22(23)24(28-30)25(31)27-17-20-12-15-29(16-13-20)14-11-19-7-9-21(10-8-19)26(32)33/h3-10,18,20H,11-17H2,1-2H3,(H,27,31)(H,32,33)	CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(cc3)C(=O)O)CC2)c4ccccc14
6996	2092940	CHEMBL3825087	Inhibition of human ERG expressed in CHOK1 cells after 6 mins by electrophysiology assay	Homo sapiens			=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C22H23ClN8O2/c1-14(32)29-9-6-15(7-10-29)31-13-18(21(28-31)33-2)26-22-24-12-17(23)20(27-22)16-11-25-30-8-4-3-5-19(16)30/h3-5,8,11-13,15H,6-7,9-10H2,1-2H3,(H,24,26,27)	COc1nn(cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34)C5CCN(CC5)C(=O)C
3871	1424762	CHEMBL2160981	Displacement of [3H]astemizole from human ERG potassium channel	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C24H28N6O2/c25-13-19-14-27-23(28-19)24(32)29-21-7-6-18(12-20(21)17-4-2-1-3-5-17)16-8-10-30(11-9-16)15-22(26)31/h4,6-7,12,14,16H,1-3,5,8-11,15H2,(H2,26,31)(H,27,28)(H,29,32)	NC(=O)CN1CCC(CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCCCC4
5817	1840289	CHEMBL3419515	Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C17H21Cl2N5O2/c1-13(25)24(5-4-22-6-8-26-9-7-22)17-12-23(21-20-17)11-14-2-3-15(18)16(19)10-14/h2-3,10,12H,4-9,11H2,1H3	CC(=O)N(CCN1CCOCC1)c2cn(Cc3ccc(Cl)c(Cl)c3)nn2
6380	1961634	CHEMBL3615683	Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells	Homo sapiens			=	4.8	uM	4800	nM	IC50		IC50		=	5.32	InChI=1S/C24H25F3N4O4/c1-14-16(2-3-17-18(14)13-35-23(17)34)21(32)11-30-4-6-31(7-5-30)12-22(33)20-8-19(24(25,26)27)15(9-28)10-29-20/h2-3,8,10,21-22,32-33H,4-7,11-13H2,1H3/t21-,22?/m0/s1	Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(c(cn4)C#N)C(F)(F)F)CC3
6550	2036641	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C22H22FN3O3/c1-13-7-15(18(23)25-9-13)14-3-4-17-16(8-14)22(12-28-19(24)26-22)20(10-27-11-20)21(29-17)5-2-6-21/h3-4,7-9H,2,5-6,10-12H2,1H3,(H2,24,26)	Cc1cnc(F)c(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2
4978	1608343	CHEMBL3096732	Displacement of [3H]astemizole from human ERG channel expressed in HEK293 cell membrane after 1 hr by scintillation counting analysis	Homo sapiens			=	1.5	nM	1.5	nM	IC50		IC50		=	8.82	InChI=1S/C21H35ClN.HI/c1-4-7-8-9-11-18-23(5-2,6-3)19-12-10-13-20-14-16-21(22)17-15-20;/h10,12,14-17H,4-9,11,13,18-19H2,1-3H3;1H/q+1;/p-1/b12-10+;	[I-].CCCCCCC[N+](CC)(CC)C\C=C\Cc1ccc(Cl)cc1
579	467058	CHEMBL981950	Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C20H20N2O3S/c23-19(24)15-9-11-22(12-10-15)13-14-5-7-16(8-6-14)25-20-21-17-3-1-2-4-18(17)26-20/h1-8,15H,9-13H2,(H,23,24)	OC(=O)C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1
3480	1344044	CHEMBL2033832	Inhibition of human Erg expressed in HEK293 cells by whole cell patch clamp analysis	Homo sapiens		HEK293	=	4.9	uM	4900	nM	IC50		IC50		=	5.31	InChI=1S/C39H50F2N2O3/c1-26-25-42(21-22-43(26)37(45)29-23-33(38(2,3)4)36(46-8)34(24-29)39(5,6)7)35(44)12-10-9-11-32(27-13-17-30(40)18-14-27)28-15-19-31(41)20-16-28/h13-20,23-24,26,32H,9-12,21-22,25H2,1-8H3/t26-/m0/s1	COc1c(cc(cc1C(C)(C)C)C(=O)N2CCN(C[C@@H]2C)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C(C)(C)C
4362	1520672	CHEMBL2328742	Inhibition of human ERG	Homo sapiens			=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C17H18N4S/c18-17-20-15-9-12-4-7-21(11-14-3-1-2-6-19-14)8-5-13(12)10-16(15)22-17/h1-3,6,9-10H,4-5,7-8,11H2,(H2,18,20)	Nc1nc2cc3CCN(Cc4ccccn4)CCc3cc2s1
6025	1843204	CHEMBL3428450	Inhibition of human ERG expressed in CHO cells measured over 5 mins by patch clamp assay	Homo sapiens			>	60	uM	60000	nM	IC50		IC50		>		InChI=1S/C27H26Cl2FN3O5/c28-16-9-15(21(29)24-23(16)36-7-8-37-24)10-32-25-3-5-26(6-4-25,38-14-25)12-27(35)13-33-19(34)2-1-18-22(33)20(27)17(30)11-31-18/h1-2,9,11,32,35H,3-8,10,12-14H2/t25?,26?,27-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(Cl)c5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67
1804	628683	CHEMBL1105740	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	1.6	uM	1600	nM	IC50		IC50		=	5.80	InChI=1S/C28H25Cl3N4O2/c1-14-24(15(2)35-34-14)26(36)32-23-13-28(3,4)37-27-21(23)12-20(16-5-7-17(29)8-6-16)25(33-27)19-10-9-18(30)11-22(19)31/h5-12,23H,13H2,1-4H3,(H,32,36)(H,34,35)/t23-/m1/s1	Cc1n[nH]c(C)c1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5
4171	1443882	CHEMBL2216324	Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 1 hr by scintillation counting analysis	Homo sapiens		HEK293	=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C24H26F4N4O3/c25-20-5-4-17(11-29-20)23(35)8-6-19(7-9-23)32-13-18(14-32)31-21(33)12-30-22(34)15-2-1-3-16(10-15)24(26,27)28/h1-5,10-11,18-19,35H,6-9,12-14H2,(H,30,34)(H,31,33)/t19-,23-	O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)nc4
5838	1839223	CHEMBL3419125	Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay	Homo sapiens			=	3700	nM	3700	nM	IC50		IC50		=	5.43	InChI=1S/C18H22N8O/c19-11-4-1-2-5-14(11)23-18-24-17(15(16(20)27)25-26-18)22-13-7-3-6-12-10(13)8-9-21-12/h3,6-9,11,14,21H,1-2,4-5,19H2,(H2,20,27)(H2,22,23,24,26)/t11-,14+/m0/s1	N[C@H]1CCCC[C@H]1Nc2nnc(C(=O)N)c(Nc3cccc4[nH]ccc34)n2
301	375258	CHEMBL914755	Displacement of [3H]dofetilide from hERG expressed in HEK293 cells	Homo sapiens		HEK293	=	1.74	uM	1740	nM	IC50		IC50		=	5.76	InChI=1S/C28H26N4OS/c1-31-11-13-32(14-12-31)22-9-10-25-20(16-22)18-26-27(29-30-28(25)26)21-17-24(34-19-21)8-5-15-33-23-6-3-2-4-7-23/h2-4,6-7,9-10,16-17,19H,11-15,18H2,1H3,(H,29,30)	CN1CCN(CC1)c2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2
591	466923	CHEMBL981950	Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane	Homo sapiens			=	1	uM	1000	nM	IC50		IC50		=	6.00	InChI=1S/C24H27N3O2S/c28-23-6-3-14-27(23)19-12-16-26(17-13-19)15-11-18-7-9-20(10-8-18)29-24-25-21-4-1-2-5-22(21)30-24/h1-2,4-5,7-10,19H,3,6,11-17H2	O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2
35	81784	CHEMBL766816	Inhibition of K+ channel activity in CHO cells expressing HERG Kv11.1	Homo sapiens		CHO	=	75000	nM	75000	nM	IC50		IC50		=	4.13	InChI=1S/C25H27ClN4O3/c26-19-3-6-23-21(15-19)22(16-30(23)20-4-1-18(2-5-20)24(31)32)17-7-10-28(11-8-17)13-14-29-12-9-27-25(29)33/h1-6,15-17H,7-14H2,(H,27,33)(H,31,32)	OC(=O)c1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25
4322	1515017	CHEMBL2320519	Inhibition of human ERG assessed as [3H]astemizole binding activity	Homo sapiens			=	6.6	uM	6600	nM	IC50		IC50		=	5.18	InChI=1S/C26H28F3N5O2/c27-26(28,29)17-7-10-22-21(11-17)25(32-15-31-22)30-12-24(36)33-18-13-34(14-18)19-8-5-16(6-9-19)20-3-1-2-4-23(20)35/h1-4,7,10-11,15-16,18-19,35H,5-6,8-9,12-14H2,(H,33,36)(H,30,31,32)/t16-,19+	Oc1ccccc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F
5269	1761989	CHEMBL3292131	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C18H19F2N5O2/c1-10-4-14-16(21-5-10)12(17(26)22-6-15(19)20)7-25(14)8-13-11(2)18(27-3)24-9-23-13/h4-5,7,9,15H,6,8H2,1-3H3,(H,22,26)	COc1ncnc(Cn2cc(C(=O)NCC(F)F)c3ncc(C)cc23)c1C
1501	578805	CHEMBL1047209	Inhibition of human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C29H28N6O/c1-19-23-7-8-32-26(23)5-4-25(19)33-29-22(15-30)16-31-17-24(29)28-14-21-13-20(3-6-27(21)36-28)18-35-11-9-34(2)10-12-35/h3-8,13-14,16-17,32H,9-12,18H2,1-2H3,(H,31,33)	CN1CCN(Cc2ccc3oc(cc3c2)c4cncc(C#N)c4Nc5ccc6[nH]ccc6c5C)CC1
442	414284	CHEMBL941016	Inhibition of hERG expressed in HEK cells	Homo sapiens			=	6300	nM	6300	nM	IC50		IC50		=	5.20	InChI=1S/C26H31N3O3/c1-19-9-10-23-22(17-19)29-24(18-32-23)26(25(27-29)20(2)30,21-7-4-3-5-8-21)11-6-12-28-13-15-31-16-14-28/h3-5,7-10,17,24H,6,11-16,18H2,1-2H3/t24-,26+/m0/s1	CC(=O)C1=NN2[C@@H](COc3ccc(C)cc23)[C@@]1(CCCN4CCOCC4)c5ccccc5
5425	19569	CHEMBL3390017	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells by scintillation counting method	Homo sapiens			=	130	nM	130	nM	IC50		IC50		=	6.89	InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3	CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
5781	1840252	CHEMBL3419515	Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C15H20FN5/c16-13-4-6-14(7-5-13)21-12-15(18-19-21)17-8-11-20-9-2-1-3-10-20/h4-7,12,17H,1-3,8-11H2	Fc1ccc(cc1)n2cc(NCCN3CCCCC3)nn2
6592	2051152	CHEMBL3737860	Displacement of [35S]-MK-0499 from human ERG	Homo sapiens			=	2.34	uM	2340	nM	IC50		IC50		=	5.63	InChI=1S/C29H32F3N5O4/c1-16-34-26(41-36-16)23-13-22(23)25(38)33-14-18-8-9-20(17-6-5-7-19(12-17)40-29(30,31)32)21-10-11-37(15-24(18)21)27(39)35-28(2,3)4/h5-9,12,22-23H,10-11,13-15H2,1-4H3,(H,33,38)(H,35,39)/t22-,23-/m0/s1	Cc1noc(n1)[C@H]2C[C@@H]2C(=O)NCc3ccc(c4CCN(Cc34)C(=O)NC(C)(C)C)c5cccc(OC(F)(F)F)c5
6531	2036623	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C21H21F3N4O2/c22-21(23,24)7-4-17-19(5-1-6-19)20(11-29-18(25)28-20)15-8-13(2-3-16(15)30-17)14-9-26-12-27-10-14/h2-3,8-10,12,17H,1,4-7,11H2,(H2,25,28)	NC1=NC2(CO1)c3cc(ccc3OC(CCC(F)(F)F)C24CCC4)c5cncnc5
6371	1961629	CHEMBL3615683	Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C24H28N4O4/c1-15-9-17(10-25)11-26-23(15)22(30)13-28-7-5-27(6-8-28)12-21(29)18-3-4-19-20(16(18)2)14-32-24(19)31/h3-4,9,11,21-22,29-30H,5-8,12-14H2,1-2H3/t21-,22?/m0/s1	Cc1cc(cnc1C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2)C#N
1935	687557	CHEMBL1219663	Displacement of [3H]dofetilide from human ERG at 10 uM	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C23H15FN4O2/c24-17-6-3-15(4-7-17)21-12-20(16-5-10-19-22(11-16)30-23(29)26-19)27-28(21)18-8-1-14(13-25)2-9-18/h1-11,21H,12H2,(H,26,29)	Fc1ccc(cc1)C2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4
3064	1268123	CHEMBL1931724	Displacement of [3H]dofetilide from human ERG by liquid scintillation counting	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C24H28FN5O4/c1-32-23-3-2-19-24(29-23)16(17(25)12-28-19)4-6-30-7-5-18(20(31)14-30)27-11-15-10-21-22(13-26-15)34-9-8-33-21/h2-3,10,12-13,18,20,27,31H,4-9,11,14H2,1H3/t18-,20-/m0/s1	COc1ccc2ncc(F)c(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2n1
1678	620187	CHEMBL1111592	Inhibition of human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C20H15ClN4O/c21-17-12-18-16(11-15(17)13-7-3-1-4-8-13)19(25-24-18)23-20(26)22-14-9-5-2-6-10-14/h1-12H,(H3,22,23,24,25,26)	Clc1cc2[nH]nc(NC(=O)Nc3ccccc3)c2cc1c4ccccc4
1328	567945	CHEMBL1062483	Displacement of [3H]dofetilide from human ERG	Homo sapiens			>	13500	nM	13500	nM	IC50		IC50		>		InChI=1S/C18H23F3N2O/c19-18(20,21)16-8-4-3-7-15(16)17(24)23(14-9-10-22-11-14)12-13-5-1-2-6-13/h3-4,7-8,13-14,22H,1-2,5-6,9-12H2/t14-/m0/s1	FC(F)(F)c1ccccc1C(=O)N(CC2CCCC2)[C@H]3CCNC3
671	448160	CHEMBL947435	Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay	Homo sapiens			=	9100	nM	9100	nM	IC50		IC50		=	5.04	InChI=1S/C37H38N10/c1-45-21-23-47(24-22-45)32-15-14-31-36(40-32)41-34(33(39-31)27-7-3-2-4-8-27)28-12-10-26(11-13-28)25-46-19-16-29(17-20-46)35-42-37(44-43-35)30-9-5-6-18-38-30/h2-15,18,29H,16-17,19-25H2,1H3,(H,42,43,44)	CN1CCN(CC1)c2ccc3nc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5
6482	2036567	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C21H20ClFN4O4/c1-19(2)20(8-29-9-20)21(10-30-18(24)27-21)13-6-12(3-4-15(13)31-19)26-17(28)16-14(23)5-11(22)7-25-16/h3-7H,8-10H2,1-2H3,(H2,24,27)(H,26,28)	CC1(C)Oc2ccc(NC(=O)c3ncc(Cl)cc3F)cc2C4(COC(=N4)N)C15COC5
6284	1960385	CHEMBL3610728	Inhibition of dofetilide binding to human ERG	Homo sapiens			=	5.7	uM	5700	nM	IC50		IC50		=	5.24	InChI=1S/C21H30N6O2S2/c1-21(2,3)18-24-14-13(30-18)7-6-12-16(14)31-19(23-12)25-20(29)27-9-8-11(10-26(4)5)15(27)17(22)28/h11,15H,6-10H2,1-5H3,(H2,22,28)(H,23,25,29)/t11-,15-/m0/s1	CN(C)C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C
1714	620348	CHEMBL1111711	Inhibition of human ERG expressed in CHO cells by automated patch clamp electrophysiology assay	Homo sapiens		CHO	=	14800	nM	14800	nM	IC50		IC50		=	4.83	InChI=1S/C23H25N3O2/c1-16-20(21-4-2-3-5-22(21)24-16)11-13-26-12-10-18-14-17(6-8-19(18)15-26)7-9-23(27)25-28/h2-9,14,24,28H,10-13,15H2,1H3,(H,25,27)/b9-7+	Cc1[nH]c2ccccc2c1CCN3CCc4cc(\C=C\C(=O)NO)ccc4C3
1116	452939	CHEMBL956578	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	7.9	uM	7900	nM	IC50		IC50		=	5.10	InChI=1S/C23H27N3O2/c1-18-24-22-9-4-3-8-21(22)23(27)26(18)19-10-12-20(13-11-19)28-17-7-16-25-14-5-2-6-15-25/h3-4,8-13H,2,5-7,14-17H2,1H3	CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCCC4)cc3
1591	615595	CHEMBL1101904	Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	0.16	uM	160	nM	IC50		IC50		=	6.80	InChI=1S/C20H21F3N4/c21-20(22,23)16-7-4-6-15(12-16)18-13-17(25-19(14-24)26-18)8-5-11-27-9-2-1-3-10-27/h4,6-7,12-13H,1-3,5,8-11H2	FC(F)(F)c1cccc(c1)c2cc(CCCN3CCCCC3)nc(n2)C#N
5916	1842432	CHEMBL3424851	Inhibition of MK499 binding to human ERG	Homo sapiens			=	2.58	nM	2.58	nM	IC50		IC50		=	8.59	InChI=1S/C27H28N6O5/c1-36-23-5-3-19-24(33-23)18(16(11-28)12-29-19)10-21(34)27-8-6-26(7-9-27,15-38-27)30-13-17-2-4-20-25(31-17)32-22(35)14-37-20/h2-5,12,21,30,34H,6-10,13-15H2,1H3,(H,31,32,35)	COc1ccc2ncc(C#N)c(CC(O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1
4104	1439320	CHEMBL2186754	Displacement of [3H]dofetilide to human ERG expressed in HEK293 cells	Homo sapiens		HEK293	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C24H19F2N5/c1-15-13-31(14-27-15)21-11-10-18(12-19(21)26)28-20-4-3-5-22-23(20)29-24(30(22)2)16-6-8-17(25)9-7-16/h3-14,28H,1-2H3	Cc1cn(cn1)c2ccc(Nc3cccc4c3nc(c5ccc(F)cc5)n4C)cc2F
6589	1378032	CHEMBL3738365	Inhibition of human ERG assessed as reduction in IKr current	Homo sapiens			=	39000	nM	39000	nM	IC50		IC50		=	4.41	InChI=1S/C17H20F2N4O3S/c1-27(24,25)23-7-10-6-22(8-16(10)21-23)12-5-15(20)17(26-9-12)13-4-11(18)2-3-14(13)19/h2-4,7,12,15,17H,5-6,8-9,20H2,1H3/t12-,15+,17-/m1/s1	CS(=O)(=O)n1cc2CN(Cc2n1)[C@H]3CO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F
