	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
5822	1838802	CHEMBL3418525	Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay	Homo sapiens			=	22	uM	22000	nM	IC50		IC50		=	4.66	InChI=1S/C19H22N6O3/c1-27-15-4-2-3-12-10(15)7-14(23-12)17-18(19(21)26)22-8-16(25-17)24-13-5-6-28-9-11(13)20/h2-4,7-8,11,13,23H,5-6,9,20H2,1H3,(H2,21,26)(H,24,25)/t11-,13+/m0/s1	COc1cccc2[nH]c(cc12)c3nc(N[C@@H]4CCOC[C@@H]4N)cnc3C(=O)N
6476	2036553	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C17H19BrN2O3/c18-11-3-4-13-12(6-11)17(9-22-15(19)20-17)16(7-21-8-16)14(23-13)5-10-1-2-10/h3-4,6,10,14H,1-2,5,7-9H2,(H2,19,20)	NC1=NC2(CO1)c3cc(Br)ccc3OC(CC4CC4)C25COC5
2901	1180319	CHEMBL1839504	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	1.5	uM	1500	nM	IC50		IC50		=	5.82	InChI=1S/C29H35N5O2/c1-22(2)16-25-18-27(32-34(25)24-9-5-4-6-10-24)28(35)31-21-29(20-30)12-14-33(15-13-29)19-23-8-7-11-26(17-23)36-3/h4-11,17-18,22H,12-16,19,21H2,1-3H3,(H,31,35)	COc1cccc(CN2CCC(CNC(=O)c3cc(CC(C)C)n(n3)c4ccccc4)(CC2)C#N)c1
2608	1172524	CHEMBL1827211	Inhibition of human ERG	Homo sapiens			=	9.4	uM	9400	nM	IC50		IC50		=	5.03	InChI=1S/C27H36N6O2/c1-3-33(4-2)27(15-7-8-16-27)19-28-26(34)32-17-13-21(14-18-32)25-30-24(31-35-25)23-12-11-20-9-5-6-10-22(20)29-23/h5-6,9-12,21H,3-4,7-8,13-19H2,1-2H3,(H,28,34)	CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1
6952	2086434	CHEMBL3807756	Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cell membranes incubated for 2 hrs by scintillation counting analysis	Homo sapiens			=	0.025	uM	25	nM	IC50		IC50		=	7.60	InChI=1S/C29H31FN8O3/c30-21-9-7-20(8-10-21)19-37-25-6-2-1-5-23(25)33-29(37)32-22-13-17-36(18-14-22)16-4-3-15-31-24-11-12-26(38(39)40)28-27(24)34-41-35-28/h1-2,5-12,22,31H,3-4,13-19H2,(H,32,33)	[O-][N+](=O)c1ccc(NCCCCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)c6nonc16
2451	1166335	CHEMBL1810945	Inhibition of human ERG by automated patch clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C18H15F3N2O4S/c19-18(20,21)15-4-6-16(7-5-15)28(26,27)23-10-13-3-1-12(9-14(13)11-23)2-8-17(24)22-25/h1-9,25H,10-11H2,(H,22,24)/b8-2+	ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)c3ccc(cc3)C(F)(F)F
6990	2092934	CHEMBL3825087	Inhibition of human ERG expressed in CHOK1 cells after 6 mins by electrophysiology assay	Homo sapiens			=	6.6	uM	6600	nM	IC50		IC50		=	5.18	InChI=1S/C22H23ClN8O2/c1-14(32)29-9-6-15(7-10-29)31-13-17(21(28-31)33-2)26-22-25-11-16(23)20(27-22)18-12-24-19-5-3-4-8-30(18)19/h3-5,8,11-13,15H,6-7,9-10H2,1-2H3,(H,25,26,27)	COc1nn(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCN(CC5)C(=O)C
6374	1961631	CHEMBL3615683	Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells	Homo sapiens			=	11	uM	11000	nM	IC50		IC50		=	4.96	InChI=1S/C26H30N4O4/c1-16-19(4-5-20-22(16)15-34-26(20)33)24(31)13-29-6-8-30(9-7-29)14-25(32)23-10-21(17-2-3-17)18(11-27)12-28-23/h4-5,10,12,17,24-25,31-32H,2-3,6-9,13-15H2,1H3/t24-,25?/m0/s1	Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(C5CC5)c(cn4)C#N)CC3
1809	627861	CHEMBL1105740	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	0.54	uM	540	nM	IC50		IC50		=	6.27	InChI=1S/C24H21Cl3N2O2/c1-13(30)28-21-12-24(2,3)31-23-19(21)11-18(14-4-6-15(25)7-5-14)22(29-23)17-9-8-16(26)10-20(17)27/h4-11,21H,12H2,1-3H3,(H,28,30)/t21-/m1/s1	CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl
2398	1149033	CHEMBL1786160	Displacement of labeled dofetilide from human ERG	Homo sapiens			=	17	uM	17000	nM	IC50		IC50		=	4.77	InChI=1S/C26H39F3N4O3/c1-18(2)25(8-5-20(16-25)31(3)21-7-14-36-17-22(21)35-4)24(34)33-12-10-32(11-13-33)23-15-19(6-9-30-23)26(27,28)29/h6,9,15,18,20-22H,5,7-8,10-14,16-17H2,1-4H3/t20-,21+,22-,25+/m1/s1	CO[C@@H]1COCC[C@@H]1N(C)[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F
4483	1520170	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	>	33300	nM	33300	nM	IC50		IC50		>		InChI=1S/C20H24N6O/c1-14(15-5-3-2-4-6-15)25-19(27)20(21)8-11-26(12-9-20)18-16-7-10-22-17(16)23-13-24-18/h2-7,10,13-14H,8-9,11-12,21H2,1H3,(H,25,27)(H,22,23,24)	CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccccc4
4252	1512825	CHEMBL2318190	Binding affinity to human ERG	Homo sapiens			>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C24H32F3N3O3/c1-32-21-14-33-8-5-20(21)29-18-10-16-3-2-6-23(16,11-18)22(31)30-7-4-19-15(13-30)9-17(12-28-19)24(25,26)27/h9,12,16,18,20-21,29H,2-8,10-11,13-14H2,1H3/t16-,18-,20-,21+,23-/m1/s1	CO[C@H]1COCC[C@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F
4697	1565378	CHEMBL2396019	Inhibition of human ERG expressed in HEK cells by ion flux electrophysiology method	Homo sapiens			=	8.3	uM	8300	nM	IC50		IC50		=	5.08	InChI=1S/C26H30Cl2N2O6/c27-17-1-2-23-16(9-17)12-26(36-23)4-7-29(8-5-26)13-19(32)15-35-24-11-22(33)21(28)10-20(24)25(34)30-6-3-18(31)14-30/h1-2,9-11,18-19,31-33H,3-8,12-15H2/t18-,19-/m0/s1	O[C@H](COc1cc(O)c(Cl)cc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4
4221	1447383	CHEMBL2210904	Inhibition of dofetilide binding to human ERG by patch clamp assay	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C19H21N3O2S/c1-2-11-22(12-3-1)13-14-23-15-6-8-16(9-7-15)24-19-21-18-17(25-19)5-4-10-20-18/h4-10H,1-3,11-14H2	C(CN1CCCCC1)Oc2ccc(Oc3nc4ncccc4s3)cc2
2730	1173139	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	5108.108108	nM	5108.11	nM	IC50		IC50		=	5.29	InChI=1S/C23H32N2O3S/c1-3-22(17-26)24-29(27,28)23-12-10-21(11-13-23)20-8-6-19(7-9-20)14-16-25-15-4-5-18(25)2/h6-13,18,22,24,26H,3-5,14-17H2,1-2H3/t18-,22?/m1/s1	CCC(CO)NS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2
4194	1444279	CHEMBL2215678	Inhibition of human ERG by patch clamp assay	Homo sapiens			>	300	uM	300000	nM	IC50		IC50	Outside typical range	>		InChI=1S/C24H22FN7O3/c1-3-32-13-17-19(30-32)7-15(23(33)29-21-12-26-14(2)10-27-21)8-20(17)35-16-9-18(25)22(28-11-16)24(34)31-5-4-6-31/h7-13H,3-6H2,1-2H3,(H,27,29,33)	CCn1cc2c(Oc3cnc(C(=O)N4CCC4)c(F)c3)cc(cc2n1)C(=O)Nc5cnc(C)cn5
4457	5638	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	4.1	nM	4.1	nM	IC50		IC50		=	8.39	InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3	CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
1418	557599	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	20.9	uM	20900	nM	IC50		IC50		=	4.68	InChI=1S/C26H33F3N6O/c1-19(2)24(17-34-14-10-30-18-34)32-25(36)31-22-8-11-33(12-9-22)15-20-7-13-35(16-20)23-5-3-21(4-6-23)26(27,28)29/h3-7,10,13-14,16,18-19,22,24H,8-9,11-12,15,17H2,1-2H3,(H2,31,32,36)	CC(C)C(Cn1ccnc1)NC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2
6894	1587951	CHEMBL3797007	Inhibition of human ERG by electrophysiology analysis	Homo sapiens			=	4.5	uM	4500	nM	IC50		IC50		=	5.35	InChI=1S/C23H24N6O3/c30-22(14-17-1-4-20(5-2-17)29-16-24-25-26-29)28-11-9-27(10-12-28)8-7-18-3-6-21-19(13-18)15-32-23(21)31/h1-6,13,16H,7-12,14-15H2	O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5C(=O)OCc5c4)CC3
2729	560876	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	7344.827586	nM	7344.83	nM	IC50		IC50		=	5.13	InChI=1S/C22H30N2O3S/c1-18-4-3-15-24(18)16-13-19-5-7-20(8-6-19)21-9-11-22(12-10-21)28(25,26)23-14-17-27-2/h5-12,18,23H,3-4,13-17H2,1-2H3/t18-/m1/s1	COCCNS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2
2618	364090	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	115000	nM	115000	nM	IC50		IC50	Outside typical range	=		InChI=1S/C17H25N3O/c1-14(2)18-9-11-19(12-10-18)17(21)20-8-7-15-5-3-4-6-16(15)13-20/h3-6,14H,7-13H2,1-2H3	CC(C)N1CCN(CC1)C(=O)N2CCc3ccccc3C2
2215	1073551	CHEMBL1686219	Inhibition of human ERG	Homo sapiens			=	26	uM	26000	nM	IC50		IC50		=	4.59	InChI=1S/C20H25F2N5O4S/c1-15(20-23-11-17(22)12-24-20)10-19(27(29)14-28)13-32(30,31)26-8-6-25(7-9-26)18-4-2-16(21)3-5-18/h2-5,11-12,14-15,19,29H,6-10,13H2,1H3/t15-,19-/m0/s1	C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(CC1)c2ccc(F)cc2)N(O)C=O)c3ncc(F)cn3
6696	180891	CHEMBL3767769	Binding affinity to human ERG channel	Homo sapiens			=	0.22	uM	220	nM	IC50		IC50		=	6.66	InChI=1S/C31H27F3N4O3S2/c32-31(33,34)25-9-5-22(6-10-25)28-20-42-30(37-28)23-7-13-27(14-8-23)43(40,41)38-26-11-3-21(4-12-26)15-17-36-19-29(39)24-2-1-16-35-18-24/h1-14,16,18,20,29,36,38-39H,15,17,19H2/t29-/m0/s1	O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(cc4)C(F)(F)F)cc1)c5cccnc5
4729	1571471	CHEMBL2406366	Inhibition of human ERG channel by patch clamp technique	Homo sapiens			=	30	nM	30	nM	IC50		IC50		=	7.52	InChI=1S/C25H27FN4/c1-16-29-24-13-21(26)4-9-25(24)30(16)23-7-5-22(6-8-23)28-15-18-11-19-3-2-17(14-27)10-20(19)12-18/h2-4,9-10,13,18,22-23,28H,5-8,11-12,15H2,1H3/t18-,22-,23+/m0/s1	Cc1nc2cc(F)ccc2n1[C@@H]3CC[C@@H](CC3)NC[C@H]4Cc5ccc(cc5C4)C#N
6882	1037723	CHEMBL3789410	Inhibition of human ERG by dofetilide binding assay	Homo sapiens			=	0.13	uM	130	nM	IC50		IC50		=	6.89	InChI=1S/C27H29N5O/c28-26-25-24(21-8-4-9-23(14-21)33-17-19-6-2-1-3-7-19)16-32(27(25)30-18-29-26)22-12-20(13-22)15-31-10-5-11-31/h1-4,6-9,14,16,18,20,22H,5,10-13,15,17H2,(H2,28,29,30)/t20-,22+	Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5
3485	1344049	CHEMBL2033832	Inhibition of human Erg expressed in HEK293 cells by whole cell patch clamp analysis	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C31H30F6N2O2/c32-25-9-5-21(6-10-25)28(22-7-11-26(33)12-8-22)3-1-2-4-29(40)39-14-13-20(19-39)18-38-30(41)23-15-24(31(35,36)37)17-27(34)16-23/h5-12,15-17,20,28H,1-4,13-14,18-19H2,(H,38,41)	Fc1ccc(cc1)C(CCCCC(=O)N2CCC(CNC(=O)c3cc(F)cc(c3)C(F)(F)F)C2)c4ccc(F)cc4
1689	621019	CHEMBL1115186	Inhibition of human ERG by patch clamp assay	Homo sapiens			=	7.6	uM	7600	nM	IC50		IC50		=	5.12	InChI=1S/C20H25N3O/c1-14(19-20(24-4)22-11-10-21-19)18-16(9-12-23(2)3)13-15-7-5-6-8-17(15)18/h5-8,10-11,14H,9,12-13H2,1-4H3/t14-/m1/s1	COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3ccccc23
925	514805	CHEMBL981857	Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding	Homo sapiens		HEK293	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C24H26FN3O2/c1-16-26-22-7-3-6-21(25)23(22)24(29)28(16)18-8-10-19(11-9-18)30-20-12-14-27(15-13-20)17-4-2-5-17/h3,6-11,17,20H,2,4-5,12-15H2,1H3	CC1=Nc2cccc(F)c2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3
330	383717	CHEMBL889158	Inhibition of hERG at 10 uM	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C25H33N5O/c1-29(2)18-20-17-21(31-16-8-15-30-13-6-3-7-14-30)11-12-23(20)28-25-22-9-4-5-10-24(22)26-19-27-25/h4-5,9-12,17,19H,3,6-8,13-16,18H2,1-2H3,(H,26,27,28)	CN(C)Cc1cc(OCCCN2CCCCC2)ccc1Nc3ncnc4ccccc34
1016	518507	CHEMBL1023104	Inhibition of human ERG	Homo sapiens			=	76	uM	76000	nM	IC50		IC50		=	4.12	InChI=1S/C27H33F2N3O5.C2HF3O2/c1-16(2)25(27(35)36)37-21-8-5-17(6-9-21)15-31-26(34)23-4-3-11-32(23)24(33)14-20(30)13-18-12-19(28)7-10-22(18)29;3-2(4,5)1(6)7/h5-10,12,16,20,23,25H,3-4,11,13-15,30H2,1-2H3,(H,31,34)(H,35,36);(H,6,7)/t20-,23+,25+;/m1./s1	CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F
3435	1343530	CHEMBL2034479	Inhibition of human ERG	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C24H27N5O2/c1-16-3-4-17(23(30)26-18-5-6-18)13-22(16)29-15-25-21-8-7-19(14-20(21)24(29)31)28-11-9-27(2)10-12-28/h3-4,7-8,13-15,18H,5-6,9-12H2,1-2H3,(H,26,30)	CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CC5
6586	1983655	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C21H23N5O5/c1-19(2)20(9-29-10-20)21(11-30-18(22)26-21)13-6-12(4-5-15(13)31-19)25-17(27)14-7-24-16(28-3)8-23-14/h4-8H,9-11H2,1-3H3,(H2,22,26)(H,25,27)	COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2
4769	473686	CHEMBL2411831	Inhibition of human ERG	Homo sapiens			=	15	uM	15000	nM	IC50		IC50		=	4.82	InChI=1S/C24H28FN5O2/c1-4-32-22-13-20-16(12-21(22)30-9-7-29(3)8-10-30)23(17(14-27-20)24(26)31)28-19-6-5-15(2)11-18(19)25/h5-6,11-14H,4,7-10H2,1-3H3,(H2,26,31)(H,27,28)	CCOc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1N4CCN(C)CC4
6598	2050833	CHEMBL3736641	Inhibition of human ERG by patch clamp technique	Homo sapiens			=	5	uM	5000	nM	IC50		IC50		=	5.30	InChI=1S/C29H22F4N4O3S/c30-22-6-8-23(9-7-22)37-26-15-21-12-14-36(41(39,40)24-10-4-20(5-11-24)29(31,32)33)18-28(21,16-19(26)17-35-37)27(38)25-3-1-2-13-34-25/h1-11,13,15,17H,12,14,16,18H2/t28-/m0/s1	Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(cc5)C(F)(F)F)C(=O)c6ccccn6
5841	1839220	CHEMBL3419125	Inhibition of human ERG expressed in CHO cells by automated Qpatch clamp assay	Homo sapiens			=	8100	nM	8100	nM	IC50		IC50		=	5.09	InChI=1S/C19H23N7O/c20-12-5-1-2-6-13(12)24-15-10-23-17(18(21)27)19(26-15)25-14-7-3-4-11-8-9-22-16(11)14/h3-4,7-10,12-13,22H,1-2,5-6,20H2,(H2,21,27)(H2,24,25,26)/t12-,13+/m0/s1	N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2
5107	1624827	CHEMBL3129316	Inhibition of human ERG	Homo sapiens			=	12.7	uM	12700	nM	IC50		IC50		=	4.90	InChI=1S/C25H28N4O2S/c26-25-29-22-19(11-13-21(22)32-25)24(31)28-17-8-6-15(7-9-17)14-18-10-12-20(27-18)23(30)16-4-2-1-3-5-16/h1-9,18-20,23,27,30H,10-14H2,(H2,26,29)(H,28,31)/t18-,19+,20+,23+/m0/s1	Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3
2293	1143432	CHEMBL1772211	Displacement of [35S]MK499 from human ERG expressed in HEK cells	Homo sapiens			>	30000	nM	30000	nM	IC50		IC50		>		InChI=1S/C35H39N3O2/c1-22(2)30-18-24(20-36)19-31-32(30)40-34(38-31)28-12-10-27(11-13-28)33(39)37-21-23-6-8-25(9-7-23)26-14-16-29(17-15-26)35(3,4)5/h10-19,22-23,25H,6-9,21H2,1-5H3,(H,37,39)/t23-,25-	CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NC[C@@H]4CC[C@H](CC4)c5ccc(cc5)C(C)(C)C)C#N
2246	1139774	CHEMBL1763073	Inhibition of human ERG	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C13H11F3N4O2.C2H2O4/c14-13(15,16)11-2-1-8(7-18)12(20-11)21-9(3-5-17)10-4-6-19-22-10;3-1(4)2(5)6/h1-2,4,6,9H,3,5,17H2;(H,3,4)(H,5,6)/t9-;/m1./s1	NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2.OC(=O)C(=O)O
2201	1038163	CHEMBL1670716	Inhibition of human ERG expressed in CHO cells	Homo sapiens		CHO	>	20	uM	20000	nM	IC50		IC50		>		InChI=1S/C28H23ClF3N3O3/c29-18-9-6-16(7-10-18)26-33-23-13-19(30)20(31)14-24(23)35(26)25(15-4-2-1-3-5-15)27(36)34-22-11-8-17(28(37)38)12-21(22)32/h6-15,25H,1-5H2,(H,34,36)(H,37,38)/t25-/m0/s1	OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)c(F)c1
4432	1519389	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	377	nM	377	nM	IC50		IC50		=	6.42	InChI=1S/C24H20NO2/c1-25-21(13-7-19-9-15-23(26-2)16-10-19)5-4-6-22(25)14-8-20-11-17-24(27-3)18-12-20/h4-6,9-12,15-18H,1-3H3/q+1	COc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C
6537	2036628	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			=	5280	nM	5280	nM	IC50		IC50		=	5.28	InChI=1S/C18H18N4O2/c19-16-22-18(10-24-16)14-6-12(13-7-20-11-21-8-13)2-3-15(14)23-9-17(18)4-1-5-17/h2-3,6-8,11H,1,4-5,9-10H2,(H2,19,22)	NC1=NC2(CO1)c3cc(ccc3OCC24CCC4)c5cncnc5
5857	1841684	CHEMBL3423786	Inhibition of human ERG expressed in CHO cells	Homo sapiens			=	4.8	uM	4800	nM	IC50		IC50		=	5.32	InChI=1S/C18H20F2N4OS/c1-10-14-6-16(11-7-22-24(2)8-11)25-9-18(14,23-17(21)26-10)13-4-3-12(19)5-15(13)20/h3-5,7-8,10,14,16H,6,9H2,1-2H3,(H2,21,23)/t10-,14+,16-,18-/m1/s1	C[C@H]1SC(=N[C@]2(CO[C@H](C[C@@H]12)c3cnn(C)c3)c4ccc(F)cc4F)N
1395	555804	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	1.73	uM	1730	nM	IC50		IC50		=	5.76	InChI=1S/C28H32F3N5O/c29-28(30,31)23-5-7-25(8-6-23)35-16-9-22(20-35)19-34-14-10-24(11-15-34)33-27(37)36-13-2-4-26(36)17-21-3-1-12-32-18-21/h1,3,5-9,12,16,18,20,24,26H,2,4,10-11,13-15,17,19H2,(H,33,37)	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CCCC4Cc5cccnc5)c2
628	489803	CHEMBL986351	Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells	Homo sapiens		HEK293	=	1.1	uM	1100	nM	IC50		IC50		=	5.96	InChI=1S/C27H27N3O2/c31-27-24-11-4-5-12-25(24)28-26(21-9-2-1-3-10-21)30(27)22-13-15-23(16-14-22)32-20-8-19-29-17-6-7-18-29/h1-5,9-16H,6-8,17-20H2	O=C1N(C(=Nc2ccccc12)c3ccccc3)c4ccc(OCCCN5CCCC5)cc4
4031	1430912	CHEMBL2176358	Inhibition of human ERG expressed in CHOK1 cells by patch clamp technique	Homo sapiens		CHO-K1	=	0.18	uM	180	nM	IC50		IC50		=	6.75	InChI=1S/C20H17Cl2NO.ClH/c21-18-8-7-17(10-19(18)22)24-20(16-11-23-12-16)15-6-5-13-3-1-2-4-14(13)9-15;/h1-10,16,20,23H,11-12H2;1H	Cl.Clc1ccc(OC(C2CNC2)c3ccc4ccccc4c3)cc1Cl
2565	1171346	CHEMBL1820401	Inhibition of human ERG by radioligand binding assay	Homo sapiens			=	6680	nM	6680	nM	IC50		IC50		=	5.18	InChI=1S/C23H27N3O2/c1-2-14-26(15-13-20-16-24-22-6-4-3-5-21(20)22)17-19-9-7-18(8-10-19)11-12-23(27)25-28/h3-12,16,24,28H,2,13-15,17H2,1H3,(H,25,27)/b12-11+	CCCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3
2650	490010	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	350	nM	350	nM	IC50		IC50		=	6.46	InChI=1S/C23H24F3N3O2/c1-16-27-21-19(6-4-7-20(21)23(24,25)26)22(30)29(16)17-8-10-18(11-9-17)31-15-5-14-28-12-2-3-13-28/h4,6-11H,2-3,5,12-15H2,1H3	CC1=Nc2c(cccc2C(F)(F)F)C(=O)N1c3ccc(OCCCN4CCCC4)cc3
